,name,type,coords,freq
831,RUMKE,FIX,N52.17.35.37 W002.58.32.48,000.000
832,RUXIN,FIX,N56.16.55.00 W012.00.00.00,000.000
833,SABER,FIX,N51.42.13.76 E000.56.58.19,000.000
834,SALCO,FIX,N49.44.13.81 W003.31.46.40,000.000
835,SAMON,FIX,N51.19.21.00 W007.25.04.00,000.000
836,SANBA,FIX,N53.08.21.53 W002.20.02.98,000.000
837,SANDY,FIX,N51.03.50.81 E001.04.03.13,000.000
838,SAPCO,FIX,N52.32.25.00 W001.21.25.00,000.000
839,SAWPE,FIX,N51.35.04.67 W001.39.16.42,000.000
840,SAXBI,FIX,N51.45.04.03 W000.11.13.77,000.000
841,SEMMU,FIX,N52.46.41.00 W004.02.21.71,000.000
842,SETEL,FIX,N54.00.44.64 W002.26.08.71,000.000
843,SHAPP,FIX,N54.30.00.00 W002.37.38.33,000.000
844,SHIRI,FIX,N50.24.47.02 W003.40.44.14,000.000
845,SIDDI,FIX,N50.31.06.74 W003.58.01.98,000.000
846,SIDHO,FIX,N50.45.38.88 W003.14.17.65,000.000
847,SILVA,FIX,N51.50.51.34 W001.00.19.40,000.000
848,SIRGO,FIX,N51.37.45.56 E000.38.47.03,000.000
849,SIRIC,FIX,N51.20.36.17 W001.33.58.89,000.000
850,SITET,FIX,N50.06.00.00 E000.00.00.00,000.000
851,SITKU,FIX,N53.44.35.77 W004.49.54.26,000.000
852,SIVBU,FIX,N53.27.55.00 W000.34.44.00,000.000
853,SIVDA,FIX,N52.21.21.54 E000.01.47.01,000.000
854,SKERY,FIX,N50.00.00.00 W003.10.23.06,000.000
855,SKESO,FIX,N49.49.29.42 W003.02.02.60,000.000
856,SKINA,FIX,N52.48.17.04 W001.46.23.14,000.000
857,SLANY,FIX,N52.09.30.80 W005.50.31.67,000.000
858,SLYDA,FIX,N54.12.04.37 W005.05.15.07,000.000
859,SMOKI,FIX,N57.46.37.00 W002.35.55.62,000.000
860,SODVU,FIX,N51.35.15.48 E000.34.46.80,000.000
861,SOKDU,FIX,N50.39.39.22 W002.01.33.06,000.000
862,SOMAX,FIX,N50.00.00.00 W015.00.00.00,000.000
863,SOMVA,FIX,N52.18.26.00 E002.38.38.44,000.000
864,SONDO,FIX,N52.05.05.92 E001.48.42.35,000.000
865,SONEX,FIX,N53.29.52.70 W002.10.20.86,000.000
866,SONOG,FIX,N52.06.19.71 E002.16.10.08,000.000
867,SOPAX,FIX,N53.38.48.89 W004.27.08.06,000.000
868,SOPEK,FIX,N53.06.31.88 E002.30.00.00,000.000
869,SOPIT,FIX,N51.57.29.84 W001.06.26.35,000.000
870,SOPTO,FIX,N55.18.20.17 E005.00.00.00,000.000
871,SOQQA,FIX,N51.36.23.75 E000.23.28.43,000.000
872,SOSAR,FIX,N61.00.00.00 W002.00.00.00,000.000
873,SOSIM,FIX,N53.48.55.75 W004.30.30.46,000.000
874,SOTUN,FIX,N54.10.35.65 E003.37.36.65,000.000
875,SOVAT,FIX,N50.46.45.67 E001.28.00.00,000.000
876,SOVED,FIX,N56.00.00.00 W014.00.00.00,000.000
877,SOXON,FIX,N58.58.06.22 W003.52.22.46,000.000
878,SOXUX,FIX,N50.35.46.32 E000.55.45.48,000.000
879,SPEAR,FIX,N51.34.33.79 E000.42.00.57,000.000
880,STAFA,FIX,N52.51.41.00 W002.14.34.55,000.000
881,STIRA,FIX,N56.08.02.11 W003.50.00.98,000.000
882,STOAT,FIX,N52.01.33.22 W000.01.15.37,000.000
883,SUBIP,FIX,N50.26.44.00 E000.53.06.00,000.000
884,SUBUK,FIX,N54.22.47.81 W003.17.10.85,000.000
885,SUDBY,FIX,N55.17.45.35 W004.16.06.05,000.000
886,SUMIN,FIX,N55.19.45.76 W004.03.18.17,000.000
887,SUMUM,FIX,N51.38.14.25 E002.06.27.77,000.000
888,SUNOT,FIX,N57.00.00.00 W015.00.00.00,000.000
889,SUNUP,FIX,N51.27.31.48 E001.52.26.63,000.000
890,SUPEL,FIX,N53.13.40.27 E000.35.28.02,000.000
891,SUPIT,FIX,N57.19.56.52 W007.05.05.94,000.000
892,SURAT,FIX,N55.54.55.53 E003.30.00.00,000.000
893,SUSIS,FIX,N55.36.17.06 W000.21.02.35,000.000
894,TABEN,FIX,N51.21.49.05 W001.10.22.46,000.000
895,TABIS,FIX,N52.00.31.75 E000.26.43.90,000.000
896,TACQI,FIX,N51.02.31.24 W004.28.46.93,000.000
897,TADAL,FIX,N53.35.13.83 W003.01.35.22,000.000
898,TADEX,FIX,N54.51.23.50 W008.14.01.49,000.000
899,TAKAS,FIX,N49.00.00.00 W008.00.00.00,000.000
900,TALIG,FIX,N49.30.59.49 W005.48.04.31,000.000
901,TAMEL,FIX,N48.43.42.52 W010.29.49.80,000.000
902,TANET,FIX,N51.26.58.00 E000.55.31.99,000.000
903,TARTN,FIX,N55.43.01.89 W003.08.18.73,000.000
904,TEBRA,FIX,N51.29.20.30 E001.36.43.00,000.000
905,TEDSA,FIX,N52.03.03.10 E001.07.39.03,000.000
906,TELBA,FIX,N52.39.52.00 W002.19.06.97,000.000
907,TELTU,FIX,N50.48.39.92 W000.45.17.69,000.000
908,TENDO,FIX,N54.01.44.00 E000.14.46.72,000.000
909,TENSO,FIX,N53.36.01.89 W002.12.27.00,000.000
910,TERKO,FIX,N51.37.32.46 E000.44.48.08,000.000
911,TEVMO,FIX,N51.10.24.94 E001.24.59.14,000.000
912,TEVSI,FIX,N51.21.00.75 W001.03.01.26,000.000
913,TEWXI,FIX,N51.48.37.78 W002.01.45.31,000.000
914,THRED,FIX,N50.29.55.11 W001.39.50.03,000.000
915,TIBGA,FIX,N52.23.26.45 W005.27.05.01,000.000
916,TIGER,FIX,N51.04.01.82 E000.26.21.54,000.000
917,TIGGY,FIX,N50.37.00.54 W000.51.30.10,000.000
918,TIGWE,FIX,N51.48.22.73 W003.12.57.91,000.000
919,TIKCA,FIX,N51.29.33.57 W005.27.01.37,000.000
920,TILNI,FIX,N54.32.51.41 W001.51.17.89,000.000
921,TIMBA,FIX,N50.56.43.99 E000.15.42.25,000.000
922,TIMIS,FIX,N53.57.00.98 W004.35.56.41,000.000
923,TIMPO,FIX,N52.33.31.58 W001.09.49.71,000.000
924,TIMUP,FIX,N55.25.27.79 E002.48.29.63,000.000
925,TINAC,FIX,N56.15.02.96 E005.00.00.00,000.000
926,TINAN,FIX,N50.39.59.79 W003.26.53.53,000.000
927,TINDI,FIX,N54.02.14.26 E003.15.29.49,000.000
928,TIPAN,FIX,N54.35.54.13 E004.23.56.20,000.000
929,TIPIL,FIX,N53.10.00.00 W001.44.23.13,000.000
930,TIPOD,FIX,N53.26.08.20 W003.17.05.06,000.000
931,TIPTA,FIX,N54.48.12.54 W001.36.41.03,000.000
932,TIVER,FIX,N50.48.32.58 W003.25.25.65,000.000
933,TIXEX,FIX,N52.07.48.00 W001.00.43.20,000.000
934,TIZDU,FIX,N51.46.22.64 W003.23.37.75,000.000
935,TOBID,FIX,N52.12.59.55 W001.27.59.21,000.000
936,TOBIX,FIX,N51.36.17.39 E001.16.51.40,000.000
937,TOBMO,FIX,N56.45.38.16 W006.28.10.51,000.000
938,TOJAQ,FIX,N50.28.59.78 W003.39.56.26,000.000
939,TOLSA,FIX,N53.07.36.89 E003.06.29.38,000.000
940,TONQU,FIX,N50.23.09.42 W003.18.45.03,000.000
941,TOPPA,FIX,N53.24.08.99 E003.33.41.01,000.000
942,TORGO,FIX,N53.07.56.88 W003.15.58.78,000.000
943,TOSVA,FIX,N51.40.37.40 E002.04.26.34,000.000
944,TOTRI,FIX,N51.46.29.57 E000.11.47.72,000.000
945,TOVGU,FIX,N51.44.03.18 E000.45.37.55,000.000
946,TOXTA,FIX,N55.15.05.77 W004.27.04.69,000.000
947,TRIPO,FIX,N51.42.46.54 E001.04.57.56,000.000
948,TUBSU,FIX,N52.04.06.00 W001.40.28.00,000.000
949,TUFOZ,FIX,N51.01.01.01 W000.30.24.31,000.000
950,TUGPO,FIX,N51.37.09.84 E000.54.51.93,000.000
951,TUJAG,FIX,N50.02.00.00 W001.28.00.00,000.000
952,TULTA,FIX,N48.34.36.57 W008.00.00.00,000.000
953,TUMTI,FIX,N53.04.39.54 W001.36.15.16,000.000
954,TUNBY,FIX,N51.10.08.00 E000.19.29.00,000.000
955,TUNSO,FIX,N55.06.40.24 W004.57.40.78,000.000
956,TUPEM,FIX,N53.50.16.57 W003.28.54.85,000.000
957,TURLU,FIX,N50.04.35.00 W008.00.00.00,000.000
958,TUXOS,FIX,N55.58.24.08 W007.31.35.39,000.000
959,TUZLA,FIX,N52.20.40.55 E001.00.11.74,000.000
960,UBCAM,FIX,N51.57.04.18 W003.00.12.19,000.000
961,UDDIZ,FIX,N52.15.04.21 E000.11.11.43,000.000
962,UGBET,FIX,N51.37.01.15 W000.07.05.18,000.000
963,ULLAP,FIX,N57.54.00.00 W005.10.09.20,000.000
964,ULSAX,FIX,N53.35.54.00 W001.57.00.00,000.000
965,ULTIB,FIX,N51.39.35.57 W000.16.43.51,000.000
966,UMBAG,FIX,N52.20.52.37 E000.46.57.48,000.000
967,UMBUR,FIX,N51.27.33.00 E000.07.08.17,000.000
968,UMKIL,FIX,N53.11.05.53 W002.37.23.06,000.000
969,UMLAT,FIX,N51.40.19.70 W000.41.39.32,000.000
970,UMTUM,FIX,N51.12.27.30 E001.01.02.78,000.000
971,UNDUG,FIX,N50.47.23.71 E000.25.30.03,000.000
972,UNDUX,FIX,N53.38.30.25 W004.18.38.76,000.000
973,UNFIT,FIX,N51.25.20.28 W004.18.57.44,000.000
974,UNGAP,FIX,N52.21.29.49 W001.23.38.97,000.000
975,UNIGO,FIX,N53.33.40.00 W001.33.39.00,000.000
976,UNSAD,FIX,N51.33.40.24 E000.57.45.91,000.000
977,UNTAL,FIX,N54.54.35.20 W001.44.23.27,000.000
978,UNURO,FIX,N55.21.11.00 W003.21.02.00,000.000
979,UNZIB,FIX,N51.29.29.62 W001.59.20.96,000.000
980,UPCAB,FIX,N50.53.48.30 W006.19.01.57,000.000
981,UPDUK,FIX,N52.34.26.66 W000.56.30.11,000.000
982,UPGAS,FIX,N55.14.40.77 E005.00.00.00,000.000
983,UPGET,FIX,N56.39.35.00 W002.00.50.00,000.000
984,UPNAL,FIX,N55.25.16.67 E002.24.51.00,000.000
985,UPTON,FIX,N53.35.13.00 W001.18.02.58,000.000
986,USEKA,FIX,N53.42.02.24 W000.26.45.13,000.000
987,UTAVA,FIX,N51.58.46.91 W000.04.18.79,000.000
988,UTOGU,FIX,N55.07.40.00 W003.04.43.00,000.000
989,UTUXA,FIX,N53.00.30.45 W002.13.12.52,000.000
990,UVAVU,FIX,N54.25.00.07 W001.53.45.95,000.000
991,UVPOK,FIX,N53.59.39.61 W004.12.35.26,000.000
992,VABIK,FIX,N51.14.47.30 E002.00.00.00,000.000
993,VABKA,FIX,N53.18.08.31 W002.44.10.02,000.000
994,VADNO,FIX,N57.27.11.05 W003.37.37.70,000.000
995,VAKPO,FIX,N54.11.25.09 W005.22.39.23,000.000
996,VALBO,FIX,N55.07.43.65 E005.00.00.00,000.000
997,VAMEB,FIX,N54.00.10.00 W002.48.32.00,000.000
998,VAPID,FIX,N51.15.13.97 W001.02.42.40,000.000
999,VAPPI,FIX,N55.31.38.92 W003.45.42.62,000.000
1000,VASUX,FIX,N50.30.09.23 W001.15.16.99,000.000
1001,VATON,FIX,N51.26.03.83 W000.20.56.10,000.000
1002,VATRY,FIX,N52.33.16.00 W005.30.00.00,000.000
1003,VAXIT,FIX,N56.32.15.00 E005.00.00.00,000.000
1004,VEGAR,FIX,N53.02.33.76 W001.58.23.43,000.000
1005,VEGUS,FIX,N53.24.00.54 W000.21.10.76,000.000
1006,VELAG,FIX,N52.24.35.82 W001.00.49.56,000.000
1007,VENAS,FIX,N54.18.19.85 E003.39.08.23,000.000
1008,VENER,FIX,N54.30.00.00 W015.00.00.00,000.000
1009,VEREX,FIX,N55.27.03.29 W002.13.45.10,000.000
1010,VEXEN,FIX,N50.08.21.98 W001.49.34.38,000.000
1011,VEXUB,FIX,N51.14.09.00 W000.36.45.76,000.000
1012,VIDOK,FIX,N52.24.39.05 W002.02.31.12,000.000
1013,VOLFI,FIX,N53.20.35.13 W003.21.50.51,000.000
1014,VOUGA,FIX,N51.03.32.85 W000.57.50.20,000.000
1015,WAFFU,FIX,N50.34.56.89 E000.20.59.29,000.000
1016,WAFIL,FIX,N59.52.43.00 W001.17.11.00,000.000
1017,WEALD,FIX,N51.19.51.15 E000.02.05.32,000.000
1018,WECOW,FIX,N53.59.16.41 E003.51.03.10,000.000
1019,WELIN,FIX,N52.14.50.25 W000.51.08.41,000.000
1020,WESUL,FIX,N51.40.15.29 E000.29.09.27,000.000
1021,WEVBE,FIX,N52.07.36.93 W002.59.21.14,000.000
1022,WIGGU,FIX,N51.11.36.66 W003.20.27.75,000.000
1023,WILLO,FIX,N50.59.05.88 W000.11.30.30,000.000
1024,WIQID,FIX,N52.09.44.27 E001.22.14.94,000.000
1025,WIZAD,FIX,N51.07.00.00 E000.57.11.09,000.000
1026,WOBUN,FIX,N52.01.10.27 W000.44.00.00,000.000
1027,XAMAB,FIX,N50.12.16.25 E000.15.52.83,000.000
1028,XAMAN,FIX,N51.47.04.77 E002.13.26.94,000.000
1029,XAPOS,FIX,N53.17.28.59 W001.37.51.25,000.000
1030,XIDIL,FIX,N50.21.06.15 E000.38.29.37,000.000
1031,YOHDA,FIX,N52.12.03.00 W001.27.36.28,000.000
1032,YORQI,FIX,N51.31.18.51 W002.25.35.78,000.000
1033,ZAGZO,FIX,N52.18.12.97 W000.13.52.54,000.000
1034,ZEFIQ,FIX,N50.23.38.06 W003.23.14.11,000.000
1035,ZESPE,FIX,N51.33.09.63 W002.53.14.43,000.000
1036,ZIPWE,FIX,N51.42.35.40 W003.34.00.70,000.000
1037,ZOFAT,FIX,N55.35.36.23 W004.02.08.03,000.000
1038,ZOPHI,FIX,N51.01.26.60 W000.00.55.43,000.000
1039,ZORFE,FIX,N51.12.56.13 E000.34.07.87,000.000
