,name,boundary,floor,ceiling
177,EG D406BZ ,N54.24.16.00 W004.02.33.00/N54.24.11.00 W003.46.56.00/N54.20.56.00 W003.41.51.00/N54.19.00.00 W003.25.05.00/N54.12.15.00 W003.37.37.00/N54.07.54.00 W003.38.34.00/N54.02.49.00 W003.51.42.00/N54.03.28.00 W003.58.24.00/N54.19.00.00 W003.25.05.00/N54.21.34.00 W004.07.34.00/N54.24.16.00 W004.02.33.00,0,50000
178,EG D406C ,N54.19.16.00 W003.59.14.00/N54.19.00.00 W003.25.05.00/N54.08.04.00 W003.53.36.00/N54.10.27.00 W004.08.44.00/N54.19.00.00 W003.25.05.00/N54.14.13.00 W004.10.25.00/N54.19.16.00 W003.59.14.00,0,50000
179,EG D406CZ ,N54.24.50.00 W004.00.53.00/N54.22.44.00 W003.49.54.00/N54.19.00.00 W003.25.05.00/N54.07.50.00 W003.42.06.00/N54.02.29.00 W003.51.01.00/N54.05.51.00 W004.12.23.00/N54.06.37.00 W004.14.14.00/N54.07.42.00 W004.16.05.00/N54.19.00.00 W003.25.05.00/N54.14.39.00 W004.19.10.00/N54.17.15.00 W004.17.40.00/N54.24.50.00 W004.00.53.00,0,50000
180,EG D407 WARCOP,N54.38.12.00 W002.20.47.00/N54.38.56.00 W002.14.45.00/N54.37.53.00 W002.14.02.00/N54.34.32.00 W002.15.45.00/N54.31.56.00 W002.20.43.00/N54.32.02.00 W002.22.09.00/N54.33.43.00 W002.25.36.00/N54.35.26.00 W002.24.19.00/N54.38.12.00 W002.20.47.00,0,10000
181,EG D408 FELDOM,N54.28.26.00 W001.51.59.00/N54.27.50.00 W001.49.21.00/N54.26.56.00 W001.46.54.00/N54.25.13.00 W001.48.19.00/N54.24.47.00 W001.50.04.00/N54.25.05.00 W001.51.59.00/N54.27.20.00 W001.53.50.00/N54.28.26.00 W001.51.59.00,0,3000
182,EG D410 STRENSALL,N54.01.36.00 W001.01.01.00,0,1000
183,EG D412 STAXTON,N54.58.00.00 W000.23.00.00/N55.25.00.00 E001.00.00.00/N55.04.00.00 E001.21.00.00/N54.45.45.00 E000.54.55.00/N54.45.45.00 W000.09.17.00/N54.58.00.00 W000.23.00.00,0,10000
184,EG D442 BELLERBY,N54.20.39.00 W001.51.25.00,0,3000
185,EG D505 MAGILLIGAN,N55.11.17.00 W006.58.27.00/N55.13.07.00 W006.54.23.00/N55.12.53.00 W006.51.33.00/N55.11.07.00 W006.49.48.00/N55.10.10.00 W006.51.58.00/N55.10.08.00 W006.56.33.00/N55.11.17.00 W006.58.27.00,0,2000
186,EG D508 RIDSDALE,N55.08.45.00 W002.10.07.00,0,4100
187,EG D509 CAMPBELTOWN,N55.12.30.00 W005.39.00.00/N55.12.30.00 W005.06.36.00/N55.07.06.00 W005.07.00.00/N54.59.30.00 W005.15.42.00/N54.55.48.00 W005.28.00.00/N55.06.30.00 W005.43.00.00/N55.12.30.00 W005.39.00.00,0,55000
188,EG D509Z ,N55.13.30.00 W005.39.33.00/N55.13.30.00 W005.05.51.00/N55.12.53.00 W005.04.49.00/N55.06.47.00 W005.05.17.00/N54.58.44.00 W005.14.30.00/N54.54.45.00 W005.27.45.00/N54.54.54.00 W005.28.58.00/N55.06.05.00 W005.44.39.00/N55.06.36.00 W005.44.48.00/N55.13.09.00 W005.40.26.00/N55.13.30.00 W005.39.33.00,0,55000
189,EG D510A ,N55.15.00.00 W002.52.56.00/N55.01.12.00 W002.44.53.00/N55.09.00.00 W003.00.00.00/N55.15.00.00 W002.54.00.00/N55.15.00.00 W002.52.56.00,0,5500
190,EG D510B ,N55.15.00.00 W002.52.56.00/N55.15.00.00 W002.39.51.00/N55.04.53.00 W002.17.43.00/N55.04.17.00 W002.17.17.00/N55.02.06.00 W002.16.40.00/N55.00.00.00 W002.27.52.00/N55.00.00.00 W002.42.35.00/N55.01.12.00 W002.44.53.00/N55.15.00.00 W002.52.56.00,0,5500
191,EG D510C ,N55.02.43.00 W002.35.26.00,0,5500
192,EG D512A ,N55.14.18.00 W002.02.39.00/N55.10.54.00 W002.13.11.00/N55.16.15.00 W002.25.52.00/N55.18.57.00 W002.23.15.00/N55.15.25.00 W002.13.52.00/N55.14.18.00 W002.02.39.00,0,22000
193,EG D512B ,N55.24.26.00 W002.13.55.00/N55.17.19.00 W002.03.36.00/N55.14.18.00 W002.02.39.00/N55.15.25.00 W002.13.52.00/N55.18.57.00 W002.23.15.00/N55.22.12.00 W002.20.09.00/N55.24.26.00 W002.13.55.00,0,18000
194,EG D513A ,N55.02.00.00 W001.00.00.00/N55.20.00.00 W001.06.40.00/N55.20.00.00 W000.23.00.00/N55.02.00.00 W000.40.00.00/N55.02.00.00 W001.00.00.00,0,230
195,EG D513B ,N55.44.00.00 W001.15.43.00/N55.44.00.00 E000.07.26.00/N55.20.00.00 E000.17.00.00/N55.02.00.00 W000.40.00.00/N55.20.00.00 W000.23.00.00/N55.20.00.00 W001.06.40.00/N55.44.00.00 W001.15.43.00,0,230
196,EG D513C ,N55.50.00.00 W001.18.00.00/N55.50.00.00 E000.05.00.00/N55.20.00.00 E000.17.00.00/N55.02.00.00 W000.40.00.00/N55.02.00.00 W001.00.00.00/N55.50.00.00 W001.18.00.00,0,100
197,EG D601 GARELOCHHEAD,N56.08.05.00 W004.46.36.00/N56.05.05.00 W004.46.56.00/N56.04.40.00 W004.47.40.00/N56.05.47.00 W004.49.12.00/N56.07.06.00 W004.49.12.00/N56.08.05.00 W004.46.36.00,0,4000
198,EG D604 BARRY BUDDON,N56.28.49.00 W002.48.49.00/N56.29.57.00 W002.40.10.00/N56.27.35.00 W002.39.43.00/N56.27.38.00 W002.48.29.00/N56.28.49.00 W002.48.49.00,0,1500
199,EG D613A ,N57.44.21.00 E000.26.31.00/N57.19.40.00 E000.48.51.00/N56.47.25.00 W001.35.59.00/N57.14.47.00 W001.46.18.00/N57.44.21.00 E000.26.31.00,0,660
200,EG D613AZ ,N57.49.42.00 E000.26.29.00/N57.48.18.00 E000.33.18.00/N57.19.52.00 E000.58.54.00/N57.15.48.00 E000.55.56.00/N56.41.53.00 W001.36.21.00/N56.44.05.00 W001.44.00.00/N57.15.30.00 W001.55.58.00/N57.18.39.00 W001.52.58.00/N57.49.42.00 E000.26.29.00,0,660
201,EG D613B ,N57.19.40.00 E000.48.51.00/N56.52.56.00 E001.12.25.00/N56.47.25.00 W001.35.59.00/N57.19.40.00 E000.48.51.00,0,660
202,EG D613BZ ,N57.24.43.00 E000.47.24.00/N57.22.30.00 E000.56.34.00/N56.52.46.00 E001.22.39.00/N56.48.04.00 E001.17.53.00/N56.42.06.00 W001.42.56.00/N56.50.19.00 W001.46.40.00/N57.24.43.00 E000.47.24.00,0,660
203,EG D613C ,N56.52.56.00 E001.12.25.00/N56.17.50.00 W001.25.07.00/N56.47.25.00 W001.35.59.00/N56.52.56.00 E001.12.25.00,0,660
204,EG D613CZ ,N56.52.12.00 W001.40.48.00/N56.58.05.00 E001.19.48.00/N56.49.47.00 E001.22.53.00/N56.12.19.00 W001.25.31.00/N56.14.31.00 W001.33.03.00/N56.48.36.00 W001.45.42.00/N56.52.12.00 W001.40.48.00,0,660
205,EG D613D ,N56.52.56.00 E001.12.25.00/N56.03.44.00 E001.54.11.00/N56.05.09.00 W000.29.07.00/N56.17.50.00 W001.25.07.00/N56.52.56.00 E001.12.25.00,0,660
206,EG D613DZ ,N56.58.18.00 E001.12.29.00/N56.56.51.00 E001.19.07.00/N56.03.18.00 E002.04.23.00/N55.58.39.00 E001.58.51.00/N56.00.09.00 W000.30.53.00/N56.14.26.00 W001.34.00.00/N56.21.06.00 W001.34.10.00/N56.58.18.00 E001.12.29.00,0,660
207,EG D701A ,N57.33.47.00 W007.48.03.00/N57.22.53.00 W007.25.31.00/N57.23.24.00 W007.22.33.00/N57.21.47.00 W007.21.16.00/N57.10.56.00 W007.22.53.00/N57.10.34.00 W007.31.31.00/N57.02.00.00 W007.34.21.00/N57.20.04.00 W007.23.47.00/N57.33.47.00 W007.48.03.00,0,660
208,EG D701AZ ,N57.38.48.00 W007.51.29.00/N57.38.45.00 W007.44.26.00/N57.28.31.00 W007.23.17.00/N57.28.44.00 W007.21.59.00/N57.27.08.00 W007.15.27.00/N57.22.36.00 W007.11.53.00/N57.08.42.00 W007.14.00.00/N57.06.06.00 W007.18.48.00/N57.05.54.00 W007.23.45.00/N56.59.04.00 W007.26.02.00/N56.56.36.00 W007.32.35.00/N57.20.04.00 W007.23.47.00/N57.38.48.00 W007.51.29.00,0,660
209,EG D701B ,N57.02.00.00 W007.34.21.00/N56.57.13.00 W007.35.56.00/N57.17.03.00 W009.20.47.00/N57.48.01.00 W009.20.39.00/N57.45.14.00 W008.30.32.00/N57.42.24.00 W008.06.06.00/N57.33.47.00 W007.48.03.00/N57.20.04.00 W007.23.47.00/N57.02.00.00 W007.34.21.00,0,660
210,EG D701C ,N57.48.01.00 W009.20.39.00/N57.56.39.00 W008.10.32.00/N57.51.54.00 W007.45.32.00/N57.38.09.00 W007.34.22.00/N57.20.04.00 W007.23.47.00/N57.33.47.00 W007.48.03.00/N57.42.24.00 W008.06.06.00/N57.45.14.00 W008.30.32.00/N57.48.01.00 W009.20.39.00,0,660
211,EG D701CZ ,N58.01.50.00 W008.09.56.00/N57.56.15.00 W007.40.32.00/N57.54.50.00 W007.37.43.00/N57.33.57.00 W007.20.52.00/N57.20.04.00 W007.23.47.00/N57.26.29.00 W007.46.46.00/N57.37.48.00 W008.10.28.00/N57.40.18.00 W008.32.01.00/N57.43.28.00 W009.29.25.00/N57.51.53.00 W009.30.32.00/N58.01.50.00 W008.09.56.00,0,660
212,EG D701D ,N57.17.03.00 W009.20.47.00/N56.58.01.00 W007.40.00.00/N56.43.02.00 W007.40.00.00/N56.56.03.00 W009.00.00.00/N57.17.03.00 W009.20.47.00,0,660
213,EG D701DZ ,N57.22.51.00 W009.23.49.00/N57.02.11.00 W007.34.10.00/N56.59.35.00 W007.30.52.00/N56.40.31.00 W007.30.56.00/N56.37.32.00 W007.38.18.00/N56.51.33.00 W009.04.20.00/N56.52.50.00 W009.07.11.00/N57.17.39.00 W009.31.52.00/N57.22.51.00 W009.23.49.00,0,660
214,EG D701E ,N58.28.59.00 W009.41.00.00/N58.28.59.00 W008.49.39.00/N57.49.23.00 W007.15.00.00/N57.41.28.00 W007.37.03.00/N57.51.54.00 W007.45.32.00/N57.56.39.00 W008.10.32.00/N57.54.11.00 W008.31.12.00/N58.04.39.00 W008.53.53.00/N58.28.59.00 W009.41.00.00,0,660
215,EG D701EZ ,N58.33.57.00 W009.47.29.00/N58.33.58.00 W008.46.22.00/N57.51.40.00 W007.05.26.00/N57.46.38.00 W007.05.53.00/N57.36.03.00 W007.35.22.00/N57.37.17.00 W007.43.48.00/N57.47.56.00 W007.52.29.00/N57.51.28.00 W008.11.08.00/N57.49.03.00 W008.31.19.00/N57.49.38.00 W008.35.40.00/N58.00.59.00 W009.00.16.00/N58.27.44.00 W009.52.13.00/N58.33.57.00 W009.47.29.00,0,660
216,EG D701F ,N59.30.00.00 W010.00.00.00/N58.47.15.00 W007.49.14.00/N58.25.25.00 W007.08.35.00/N57.49.23.00 W007.15.00.00/N58.28.59.00 W008.49.39.00/N58.28.59.00 W010.00.00.00/N59.30.00.00 W010.00.00.00,0,660
217,EG D701FZ ,N59.35.47.00 W009.59.46.00/N58.51.07.00 W007.43.05.00/N58.28.05.00 W007.00.17.00/N58.26.01.00 W006.58.55.00/N57.45.57.00 W007.06.14.00/N57.43.38.00 W007.16.32.00/N58.24.00.00 W008.52.54.00/N58.24.00.00 W010.03.56.00/N58.26.55.00 W010.09.31.00/N59.32.55.00 W010.09.49.00/N59.35.47.00 W009.59.46.00,0,660
218,EG D701G ,N58.28.59.00 W010.00.00.00/N58.28.59.00 W009.41.00.00/N58.04.39.00 W008.53.53.00/N57.54.11.00 W008.31.12.00/N57.48.01.00 W009.20.39.00/N57.17.03.00 W009.20.47.00/N57.33.01.00 W010.00.00.00/N58.28.59.00 W010.00.00.00,0,660
219,EG D701GZ ,N58.33.58.00 W010.03.58.00/N58.33.58.00 W009.39.08.00/N58.33.15.00 W009.35.42.00/N58.08.19.00 W008.47.28.00/N57.55.55.00 W008.20.42.00/N57.49.59.00 W008.23.33.00/N57.44.05.00 W009.11.21.00/N57.13.56.00 W009.11.36.00/N57.11.12.00 W009.21.49.00/N57.29.43.00 W010.07.18.00/N57.31.49.00 W010.09.16.00/N58.31.03.00 W010.09.32.00/N58.33.58.00 W010.03.58.00,0,660
220,EG D701H ,N57.33.01.00 W010.00.00.00/N57.17.03.00 W009.20.47.00/N56.56.03.00 W009.00.00.00/N57.15.00.00 W010.00.00.00/N57.33.01.00 W010.00.00.00,0,660
221,EG D701HZ ,N57.38.51.00 W009.59.02.00/N57.20.22.00 W009.13.37.00/N56.55.04.00 W008.48.42.00/N56.49.50.00 W008.58.41.00/N57.11.20.00 W010.06.42.00/N57.13.39.00 W010.09.12.00/N57.36.05.00 W010.09.18.00/N57.38.51.00 W009.59.02.00,0,660
222,EG D701I ,N57.15.00.00 W010.00.00.00/N56.56.03.00 W009.00.00.00/N56.43.02.00 W007.40.00.00/N56.35.10.00 W007.43.07.00/N56.35.24.00 W008.37.28.00/N56.45.48.00 W010.00.00.00/N57.15.00.00 W010.00.00.00,0,660
223,EG D701IZ ,N57.20.45.00 W010.00.03.00/N57.00.41.00 W008.56.22.00/N56.47.14.00 W007.33.56.00/N56.43.52.00 W007.30.23.00/N56.32.21.00 W007.34.58.00/N56.30.09.00 W007.40.01.00/N56.30.24.00 W008.38.33.00/N56.41.18.00 W010.05.04.00/N56.44.02.00 W010.09.05.00/N57.17.52.00 W010.09.13.00/N57.20.45.00 W010.00.03.00,0,660
224,EG D701J ,N56.45.48.00 W010.00.00.00/N56.35.24.00 W008.37.28.00/N56.35.10.00 W007.43.07.00/N56.03.39.00 W007.44.15.00/N56.35.23.00 W010.00.00.00/N56.45.48.00 W010.00.00.00,0,660
225,EG D701JZ ,N56.51.11.00 W010.02.19.00/N56.40.23.00 W008.36.24.00/N56.40.07.00 W007.39.13.00/N56.37.08.00 W007.33.59.00/N56.00.52.00 W007.35.26.00/N55.58.00.00 W007.43.28.00/N56.31.19.00 W010.05.56.00/N56.33.51.00 W010.09.02.00/N56.48.11.00 W010.09.06.00/N56.51.11.00 W010.02.19.00,0,660
226,EG D701K ,N56.35.23.00 W010.00.00.00/N56.03.39.00 W007.44.15.00/N55.51.07.00 W008.00.00.00/N55.51.07.00 W008.03.31.00/N56.26.30.00 W010.00.00.00/N56.35.23.00 W010.00.00.00,0,660
227,EG D701KZ ,N56.41.00.00 W010.01.05.00/N56.07.15.00 W007.36.46.00/N56.02.41.00 W007.34.32.00/N55.47.15.00 W007.54.00.00/N55.46.07.00 W007.57.50.00/N55.46.07.00 W008.05.50.00/N56.22.44.00 W010.06.24.00/N56.25.07.00 W010.09.00.00/N56.38.01.00 W010.09.03.00/N56.41.00.00 W010.01.05.00,0,660
228,EG D701L ,N56.26.30.00 W010.00.00.00/N56.04.35.00 W008.46.40.00/N56.05.30.00 W010.00.00.00/N56.26.30.00 W010.00.00.00,0,660
229,EG D701LZ ,N56.32.14.00 W010.00.18.00/N56.07.03.00 W008.36.12.00/N55.59.28.00 W008.39.56.00/N56.00.33.00 W010.03.47.00/N56.03.27.00 W010.08.55.00/N56.29.19.00 W010.09.01.00/N56.32.14.00 W010.00.18.00,0,660
230,EG D701M ,N56.05.30.00 W010.00.00.00/N56.04.35.00 W008.46.40.00/N55.51.07.00 W008.03.31.00/N55.51.07.00 W008.00.00.00/N55.40.00.00 W008.00.00.00/N55.40.00.00 W009.25.08.00/N55.45.16.00 W010.00.00.00/N56.05.30.00 W010.00.00.00,0,660
231,EG D701MZ ,N56.10.31.00 W010.03.37.00/N56.09.32.00 W008.44.15.00/N55.56.06.00 W008.01.11.00/N55.56.06.00 W007.56.19.00/N55.53.11.00 W007.51.07.00/N55.37.55.00 W007.51.11.00/N55.34.59.00 W007.56.25.00/N55.35.00.00 W009.26.16.00/N55.40.53.00 W010.05.10.00/N55.43.34.00 W010.08.51.00/N56.07.35.00 W010.08.56.00/N56.10.31.00 W010.03.37.00,0,660
232,EG D701N ,N56.31.48.00 W011.45.10.00/N56.05.30.00 W010.00.00.00/N55.45.16.00 W010.00.00.00/N55.53.52.00 W011.00.00.00/N56.31.48.00 W011.45.10.00,0,660
233,EG D701NZ ,N56.37.52.00 W011.47.47.00/N56.09.25.00 W009.53.52.00/N56.06.57.00 W009.51.04.00/N55.42.49.00 W009.51.10.00/N55.39.49.00 W009.58.03.00/N55.49.15.00 W011.03.45.00/N55.50.20.00 W011.06.30.00/N56.32.07.00 W011.56.27.00/N56.37.52.00 W011.47.47.00,0,660
234,EG D701O ,N57.00.00.00 W012.00.00.00/N56.26.30.00 W010.00.00.00/N56.05.30.00 W010.00.00.00/N56.31.48.00 W011.45.10.00/N56.43.57.00 W012.00.00.00/N57.00.00.00 W012.00.00.00,0,660
235,EG D701OZ ,N57.05.42.00 W012.00.32.00/N56.30.16.00 W009.53.35.00/N56.27.53.00 W009.50.59.00/N56.02.46.00 W009.51.05.00/N55.59.50.00 W009.59.20.00/N56.27.48.00 W011.51.11.00/N56.42.25.00 W012.09.04.00/N57.02.46.00 W012.09.09.00/N57.05.42.00 W012.00.32.00,0,660
236,EG D701P ,N57.21.25.00 W012.00.00.00/N56.50.38.00 W010.41.18.00/N56.45.48.00 W010.00.00.00/N56.26.30.00 W010.00.00.00/N57.00.00.00 W012.00.00.00/N57.21.25.00 W012.00.00.00,0,660
237,EG D701PZ ,N57.55.12.00 W011.55.43.00/N57.17.39.00 W010.19.03.00/N57.15.25.00 W010.00.00.00/N56.46.13.00 W009.50.55.00/N56.23.41.00 W009.51.00.00/N56.20.47.00 W009.59.42.00/N56.55.31.00 W012.04.01.00/N57.00.00.00 W012.53.02.00/N57.38.48.00 W012.53.58.00/N57.55.12.00 W011.55.43.00,0,660
238,EG D701Q ,N57.21.25.00 W012.00.00.00/N57.15.00.00 W010.00.00.00/N56.45.48.00 W010.00.00.00/N56.50.38.00 W010.41.18.00/N57.21.25.00 W012.00.00.00,0,660
239,EG D701QZ ,N57.52.00.00 W012.36.51.00/N57.44.07.00 W010.00.00.00/N57.15.25.00 W009.50.48.00/N56.43.24.00 W009.50.55.00/N56.40.25.00 W009.57.42.00/N56.45.45.00 W010.43.09.00/N57.00.00.00 W012.36.37.00/N57.10.13.00 W013.03.59.00/N57.52.00.00 W012.36.51.00,0,660
240,EG D701R ,N58.01.35.00 W012.00.00.00/N57.33.01.00 W010.00.00.00/N57.15.00.00 W010.00.00.00/N57.21.25.00 W012.00.00.00/N58.01.35.00 W012.00.00.00,0,660
241,EG D701RZ ,N58.34.18.00 W012.05.35.00/N58.04.54.00 W010.00.00.00/N57.33.24.00 W009.50.43.00/N57.14.08.00 W009.50.48.00/N57.00.00.00 W010.00.00.00/N57.00.00.00 W012.36.06.00/N57.09.57.00 W012.53.16.00/N58.16.59.00 W012.54.56.00/N58.34.18.00 W012.05.35.00,0,660
242,EG D701S ,N58.45.14.00 W012.00.00.00/N58.28.59.00 W010.00.00.00/N57.33.01.00 W010.00.00.00/N58.01.35.00 W012.00.00.00/N58.45.14.00 W012.00.00.00,0,660
243,EG D701SZ ,N59.16.39.00 W012.13.19.00/N58.59.00.00 W010.00.00.00/N58.29.24.00 W009.50.28.00/N57.32.37.00 W009.50.43.00/N57.01.07.00 W010.00.00.00/N57.38.19.00 W012.36.08.00/N57.52.43.00 W012.54.19.00/N58.59.06.00 W012.56.03.00/N59.16.39.00 W012.13.19.00,0,660
244,EG D701T ,N59.30.00.00 W012.00.00.00/N59.30.00.00 W010.00.00.00/N58.28.59.00 W010.00.00.00/N58.45.14.00 W012.00.00.00/N59.30.00.00 W012.00.00.00,0,660
245,EG D701TZ ,N59.58.56.00 W012.23.50.00/N59.58.56.00 W010.00.00.00/N59.30.26.00 W009.50.11.00/N58.28.34.00 W009.50.29.00/N57.58.59.00 W010.00.00.00/N58.19.26.00 W012.31.30.00/N58.35.02.00 W012.55.24.00/N59.41.46.00 W012.57.14.00/N59.58.56.00 W012.23.50.00,0,660
246,EG D701U ,N59.00.00.00 W013.00.00.00/N59.30.00.00 W012.00.00.00/N58.45.14.00 W012.00.00.00/N58.52.36.00 W013.00.00.00/N59.00.00.00 W013.00.00.00,0,660
247,EG D701UZ ,N59.58.56.00 W012.23.11.00/N59.58.56.00 W011.48.16.00/N59.48.55.00 W011.02.34.00/N58.30.58.00 W011.04.42.00/N58.13.47.00 W011.47.06.00/N58.26.35.00 W013.31.07.00/N58.42.16.00 W013.55.36.00/N59.05.35.00 W013.56.13.00/N59.16.20.00 W013.47.49.00/N59.58.56.00 W012.23.11.00,0,660
248,EG D701V ,N58.52.36.00 W013.00.00.00/N58.45.14.00 W012.00.00.00/N58.01.35.00 W012.00.00.00/N58.14.54.00 W013.00.00.00/N58.52.36.00 W013.00.00.00,0,660
249,EG D701VZ ,N59.23.53.00 W013.14.00.00/N59.10.54.00 W011.27.42.00/N58.55.02.00 W011.04.04.00/N57.45.49.00 W011.05.52.00/N57.28.51.00 W011.54.33.00/N57.51.23.00 W013.35.54.00/N58.05.54.00 W013.54.39.00/N59.06.19.00 W013.56.14.00/N59.23.53.00 W013.14.00.00,0,660
250,EG D701W ,N58.14.54.00 W013.00.00.00/N58.01.35.00 W012.00.00.00/N57.21.25.00 W012.00.00.00/N57.31.26.00 W013.00.00.00/N58.14.54.00 W013.00.00.00,0,660
251,EG D701WZ ,N58.47.34.00 W013.06.34.00/N58.24.41.00 W011.23.06.00/N58.10.04.00 W011.05.15.00/N57.06.32.00 W011.06.49.00/N57.00.00.00 W011.23.36.00/N57.00.00.00 W012.52.41.00/N57.06.26.00 W013.32.12.00/N57.21.40.00 W013.53.33.00/N58.30.00.00 W013.55.16.00/N58.47.34.00 W013.06.34.00,0,660
252,EG D701X ,N57.31.26.00 W013.00.00.00/N57.21.25.00 W012.00.00.00/N56.43.57.00 W012.00.00.00/N57.31.26.00 W013.00.00.00,0,660
253,EG D701XZ ,N58.05.03.00 W013.21.25.00/N57.46.03.00 W011.26.44.00/N57.30.41.00 W011.06.14.00/N57.00.00.00 W011.06.58.00/N56.40.15.00 W011.50.56.00/N56.38.06.00 W012.03.45.00/N57.00.00.00 W013.24.31.00/N57.22.09.00 W013.53.33.00/N57.40.38.00 W013.54.01.00/N58.05.03.00 W013.21.25.00,0,660
254,EG D701Y ,N57.38.09.00 W007.34.22.00/N57.23.24.00 W007.22.33.00/N57.22.53.00 W007.25.31.00/N57.33.47.00 W007.48.03.00/N57.20.04.00 W007.23.47.00/N57.38.09.00 W007.34.22.00,0,660
255,EG D701YZ ,N57.43.21.00 W007.34.09.00/N57.42.12.00 W007.27.29.00/N57.23.20.00 W007.12.27.00/N57.19.19.00 W007.15.51.00/N57.17.44.00 W007.25.02.00/N57.18.17.00 W007.29.52.00/N57.31.44.00 W007.57.44.00/N57.35.59.00 W007.56.59.00/N57.20.04.00 W007.23.47.00/N57.43.21.00 W007.34.09.00,0,660
256,EG D702 FORT GEORGE,N57.36.17.00 W004.00.47.00/N57.34.49.00 W004.01.28.00/N57.34.40.00 W004.02.57.00/N57.34.56.00 W004.04.38.00/N57.35.34.00 W004.03.38.00/N57.36.17.00 W004.00.47.00,0,2100
257,EG D703 TAIN,N57.52.24.00 W003.30.30.00/N57.50.54.00 W003.46.30.00/N57.45.00.00 W003.55.00.00/N57.45.00.00 W004.02.54.00/N57.51.36.00 W004.08.12.00/N58.03.24.00 W003.44.36.00/N58.07.00.00 W003.37.00.00/N58.03.00.00 W003.30.00.00/N57.52.24.00 W003.30.00.00/N57.52.24.00 W003.30.30.00,0,15000
258,EG D704 HEBRIDES,N57.37.27.00 W007.18.11.00/N57.31.43.00 W007.10.55.00/N57.26.25.00 W007.24.57.00/N57.33.05.00 W007.30.17.00/N57.37.27.00 W007.18.11.00,0,10000
259,EG D710 RAASAY,N57.22.00.00 W005.49.27.00/N57.22.00.00 W005.59.35.00/N57.35.00.00 W005.58.00.00/N57.38.00.00 W005.58.00.00/N57.38.00.00 W005.50.00.00/N57.34.45.00 W005.50.00.00/N57.22.00.00 W005.49.27.00,0,1500
260,EG D712A ,N58.52.02.00 W005.26.59.00/N58.13.10.00 W005.23.44.00/N58.19.20.00 W005.52.43.00/N58.44.32.00 W005.55.10.00/N58.52.02.00 W005.26.59.00,0,660
261,EG D712AZ ,N58.57.43.00 W005.26.40.00/N58.54.58.00 W005.17.35.00/N58.10.39.00 W005.14.05.00/N58.07.31.00 W005.22.31.00/N58.15.14.00 W005.58.48.00/N58.17.37.00 W006.02.02.00/N58.45.44.00 W006.04.54.00/N58.48.17.00 W006.02.06.00/N58.57.43.00 W005.26.40.00,0,660
262,EG D712B ,N59.14.44.00 W003.58.01.00/N59.07.16.00 W003.33.08.00/N58.04.12.00 W004.42.47.00/N58.13.10.00 W005.23.44.00/N58.52.02.00 W005.26.59.00/N59.14.44.00 W003.58.01.00,0,660
263,EG D712BZ ,N59.19.45.00 W004.00.04.00/N59.19.40.00 W003.55.13.00/N59.10.31.00 W003.24.45.00/N59.06.31.00 W003.22.45.00/N58.00.06.00 W004.36.21.00/N57.58.52.00 W004.43.07.00/N58.09.06.00 W005.29.52.00/N58.11.29.00 W005.33.03.00/N58.53.17.00 W005.36.44.00/N58.55.49.00 W005.33.53.00/N59.19.45.00 W004.00.04.00,0,660
264,EG D712C ,N59.07.16.00 W003.33.08.00/N58.46.54.00 W002.27.20.00/N57.48.27.00 W003.33.50.00/N58.04.12.00 W004.42.47.00/N59.07.16.00 W003.33.08.00,0,660
265,EG D712CZ ,N59.12.37.00 W003.31.41.00/N58.50.05.00 W002.18.55.00/N58.46.04.00 W002.17.04.00/N57.44.17.00 W003.27.35.00/N57.43.07.00 W003.34.20.00/N58.00.28.00 W004.50.18.00/N58.04.42.00 W004.53.03.00/N59.11.35.00 W003.39.29.00/N59.12.37.00 W003.31.41.00,0,660
266,EG D712D ,N58.46.54.00 W002.27.20.00/N58.36.22.00 W001.54.27.00/N57.40.00.00 W002.06.24.00/N57.40.00.00 W002.58.21.00/N57.48.27.00 W003.33.50.00/N58.46.54.00 W002.27.20.00,0,660
267,EG D712DZ ,N58.52.14.00 W002.25.43.00/N58.39.50.00 W001.47.02.00/N58.37.13.00 W001.44.38.00/N57.37.32.00 W001.57.33.00/N57.35.01.00 W002.02.51.00/N57.35.01.00 W003.00.21.00/N57.44.47.00 W003.41.25.00/N57.49.02.00 W003.44.01.00/N58.51.16.00 W002.33.28.00/N58.52.14.00 W002.25.43.00,0,660
268,EG D801 ,N59.00.00.00 W004.30.00.00/N58.45.00.00 W004.30.00.00/N58.45.00.00 W005.00.00.00/N59.00.00.00 W005.00.00.00/N59.00.00.00 W004.30.00.00,0,55000
269,EG D801Z ,N59.04.59.00 W005.04.02.00/N59.04.59.00 W004.25.58.00/N59.02.03.00 W004.20.19.00/N58.42.55.00 W004.20.25.00/N58.40.00.00 W004.26.04.00/N58.40.00.00 W005.03.56.00/N58.42.55.00 W005.09.35.00/N59.02.03.00 W005.09.41.00/N59.04.59.00 W005.04.02.00,0,55000
270,EG D802 ,N58.45.00.00 W004.30.00.00/N58.34.35.00 W004.30.00.00/N58.32.00.00 W004.47.28.00/N58.32.00.00 W005.00.00.00/N58.45.00.00 W005.00.00.00/N58.45.00.00 W004.30.00.00,0,55000
